Rating,Date,Review Text,Review Title,Is Helpful,Not Helpful
5,"Aug 16, 2016","By far the best interest rate on a personal loan. I borrowed 50k@7% for 5yrs with 716 FICO. They take more things in consideration than just FICO. The Application Proces, verification, approval, etc. took about 4 business days. The loan was funded in 1 day to my surprise even though it said the funds will be available in 30 days. They are not good with notifying you during all this via email. I kept checking my loan status online twice a day and there were times i needed to action things, eg., provide another proof, sign documents, etc,. So keep checking online for the updated status. Customer service is great. If you don't need money ""yesterday"", definately a great option.",Personal Loan,1,0
5,"Aug 16, 2016","Applied on a last Monday, had to supply standard docs approved on Thursday funded early Monday morning. Very fast, excellent service.",Excellent,0,1
5,"Aug 15, 2016",Excellent customer service and support. Great interface and quick processing. Highly recommend it.,Great rates with zero origination fees,0,0
5,"Aug 14, 2016","The process for applying for the loan and getting it funded was easy to follow and I worked with a very professional representative and received just the right amount of personal touch via direct phone conversations, emails, and online processing. I couldn't have asked for a better experience!",Professional with a Personal Touch!,0,0
5,"Aug 10, 2016","I must say this was the easiest process I have ever experienced. I completed the application process for a Personal loan on Monday morning, was approved on Tuesday and the money was deposited into my account on Wednesday morning! If you have good credit and are looking for a loan with good rates, definitely go with SoFi. I will definitely be recommending them and if I am ever in need of another loan, I will definitely use them again! Awesome experience!!",Excellent experience and turnaround!,0,0
5,"Aug 05, 2016",You will need original birth certificate...,This has been a very easy process...,0,0
5,"Aug 04, 2016","Once I decided to apply, the rest was lightening quick. Fill out a form, upload your supporting docs, sign the loan doc and that's it. Start to finish, 3 days, and I had money in my account. Highly recommended.",Crazy fast!,0,0
5,"Aug 01, 2016","SoFi requires a lot of documentation, however, it is so worth it. The entire process took me 8 days and I received the best rate! With this loan I am on the way to financial freedom and becoming debt-free. Customer service representaives are professional and anwwered all my questions. Would definite recommend. Thanks SoFi. Dee NYC",Best Personal Loan Rates & Fast Approval,3,0
5,"Aug 01, 2016",Best rates and quickest approval. From date of applicaton to date when funds were actually received - 8 days! Truly amazing and best cusomter service. Would highly recommend. Thanks SoFi I'm on the way to financila freedom and becoming debt free. Dee NY,Best rates on persoanl loans,0,0
5,"Jul 30, 2016","Before Sofi, I never considered consolidating my student loas. They made the application and repayment process so easy. The staff is super responsive and knowledgeable.",Loan consolidation made easy,0,0
5,"Jul 27, 2016","great & easy, took longer to fund but still in good time.",Personal loan,0,0
5,"Jul 27, 2016","Great service, delayed on funding but still in good time",Personal loan,0,0
5,"Jul 24, 2016",I have read mixed reviews on Sofi and was not sure if this would be a could a good company to go with. I said what the hell and gave it a shot in the dark. I was very pleased on how easy it was to apply and they get back to you with 20 days. They have a great customer service team. The chat is nice cause everytime you go to chat you get the same person. When I have called they are very friendly and understanding.. When I signed the final documents I had the fund in my account with in 24 hours. I can't say anything bad about this company. I did try a few others and that was a nightmare. Great company,Personal loan,0,0
5,"Jul 21, 2016",Everything happened in about a month from the time I applied to the dispersion of funds. Everyone in customer service is so friendly and helpful. Definitely the way to go!,Amazing Customer Service,0,0
5,"Jul 17, 2016",I have just been able to consolidate my credit card debt into one easy payment with a dramatically lower interest rate. It has been a great process. The on=line application did take some time to get all of the required documentation to SoFi for review. After that it was a fairly quick process. The customer service staff are great and helped make the application process easier. I really appreciated the absence of application/processing costs for the loan.,Wonderful financial solution for me!,0,0
5,"Jul 12, 2016","I would definitely apply with SoFi next time. It's been a seamless transation: very easy, very good terms, easy to understand and fill out paperwork.","Fast, quick, great terms",0,0
5,"Jul 11, 2016",Quick and easy,,1,0
5,"Jul 11, 2016","Halved interest rate from credit card balance. Easy, quick, transparent loan process.",Personal loan to consolidate credit debt,0,0
5,"Jul 06, 2016","I've read mixed reviews on Sofi, but my experience was very easy and positive. I finished my application on a Friday and by the middle of the next week I was approved. They needed some additional payroll data on my bonus to count as income(just like a mortgage). I was told funding could take a month and from what others have said it took just up to the 30 days. I received my money is a little over week and that included the 4th of July holiday. Borrowed 11k for some higher interest debt and house projects. Banks should be worried about lenders like Sofi. I was able to finalize my loan from my couch. Nothing but rave reviews from Sofi from me.",Personal loan,2,0
5,"Jul 06, 2016",The loan process is quick and easy and approval comes quickly. Good communication from Customer Service.,Smooth and Easy,0,0
5,"Jul 05, 2016","It is easy, efficient and trustworthy.",Excellent way to get out of debt!!,0,0
5,"Jul 05, 2016","I provided the necessary information, just as I would have at a bank but the process was so much more efficient and pleasant.",Efficient and communicative,0,0
5,"Jul 01, 2016","The process with So-Fi was very simple. Took some time but they contacted me every step of the way. It was great that they look past just ""credit score"" to provide funding. Because of the approval of this personal loan I can see being debt free in 7 years. That's a fabulous feeling!!",Looks past just credit score,0,0
5,"Jun 30, 2016",The lowest interest rate around.,Great everything done in under the time,0,0
5,"Jun 29, 2016",sofi took all my bill now I pay less each month thanks,wow super fast no hassles,0,0
5,"Jun 24, 2016","SoFi has the best rates bar none. The process is indeed slow, but it is well worth being patient. The approval process took less than 2 weeks. I had to keep sending different types of documentation (especially with regard to income). Once approved, I received funding for a personal loan on the 30th day just as SoFi indicates on their website. If you have any questions, don't hesitate to call Customer Service. They are very courteous and polite.",Best Rates; Be Patient with Process,0,0
5,"Jun 10, 2016",SoFi saved me from the stresses I set up for myself with multiple credit cards. I was able to get a personal loan for myself & consolidate my cards into one loan. I can see the balance of the loan decrease every month which is a major relief! They also have other products such as student loan refinancing that I will consider & they offer classes in my community for its members to teach you about money! I'm so glad I was able to do business with SoFi!,An excellent company for me!,0,0
5,"Jun 10, 2016",I got approved & it was not troublesome at all. They also offer other products & services that I think will come in very useful. I believe I may also refinance my student loans with them.,I feel like a person & not a number....,0,0
3,"Jun 03, 2016","The application process was pretty painless, couldve easily been sped up with making sure that all required information was gathered at the start. I started the process on May 2nd and was approved on the 11th. When i spoke with Stephanie the representative, she stated the loan should be funded in 10-14 days. When i hadn't heard from anybody in 14 days i called on the 25th, and spoke with another rep who informed me it would actually be up to 30 days. I am paying for a wedding and need the funds and so far not received any information from them concerning the timetable of the funding. It has been over 30 days from the start of the application, and so far i am not impressed with my interactions with SoFi.",Still Waiting...,60,0
5,"May 24, 2016",Be patient with this loan. It took just about the 14 days to get approval and less than the 30 days stated. Their chat service is helpful if/when I had questions and the immediate notification via text is AMAZING!,Great Customer Service,0,0
5,"May 24, 2016","Just be patient about the process and use their timelines as guides. I was approved within the 14 days of application and funded well before the 30 days stated. It may feel like a long time, but it is well communicated and their feedback via text is amazing",,0,0
5,"May 18, 2016","Although the process took a little longer than I would have liked (around 30 days from app to funding) things were very smooth. I agree that you need higher income compared to other P2P lenders. Fico scores were in the 705 range and I borrowed $50,000.00 to pay down some debt. Interest rate was a little higher than I wanted but 10.5% for 50K unsecured isn't too bad. Only talked to customer service once and only had to send in my documents once, no additional information was requested. High marks for SOFI!",Very easy process!,0,3
1,"May 18, 2016","Advertisement deceptive, says your preapproved and funding typically available in 14 days or less. Not my experience as process took longer, declined loan despite credit score between 740 + to 760, and switched terms from 3 year to 7 year with higher rate during application process without my pre-approval Waste of time most disappointed !!!",Very negative experience,0,0
5,"May 17, 2016","The process is very easy. I was pre-approved instantly. I got my rates, and chose my loan. Next I supplied the required documentation. They processed the loan, then it was approved and went to funding. About a week later it was funded and deposited to my Checking account. The whole process was under a month. Easy, efficent, I could not be happier.",Very Easy Process,1,0
1,"May 16, 2016","I applied for a personal loan to consolidate some debt and was told I was provisionally approved for a decent rate, just pending a couple income verification documents. Ok, so I provided the documentation requested and waited to hear back. Three days later, provisionally approved, just pending a couple more documents. So I provided those documents. This back and forth BS went on for TWO MONTHS, each time asking for this document or that document, saying my birth certificate wasn't correct, asking for copies of documents that I had already provided the week before again. I had to jump through more hoops, and provide more documentation, to try to get this loan than I did for any mortgage I've ever applied for and ultimately I was denied after two months of BS. The ABSOLUTE WORST loan application experience I've ever gone through.",Worst loan application process ever,0,0
5,"May 16, 2016","We wanted to consolidate our CC debt to reduce interest, pay off quicker, and possibly even reduce our monthly payments. I had been looking into options, but I really never found companies that I liked or made sense for our situation until I found SoFi. My CK scores were not the greatest (665ish) but I had decent income including rental income, so I decided to give it a shot. (My Experian score was in the 730s and that is the report they pull from what I understand). It was the best decision I could have made. It took about 2 weeks to get approval and another 2 to get the docs signed properly and funded so certainly not super quick in my case. I did call Customer Service a few times and every one I spoke with was professional and courteous and able to answer my questions. Very happy with the experience and thankful for the options that SoFi offers.",So Glad I Applied!,0,0
5,"May 13, 2016",Process is painless and efficient- Completed all requirements for application from my I-phone. Funding feels a little slow and ambiguous but funding does arrive. Rates and benefits are well worth the wait and their competitors do not compare.,Just what we needed-,0,0
1,"May 10, 2016","No bankrupcy on record. 100% on time payments in the last years. Over 100k in credit cards with only 2% ultilization. 0 debt to credit ratio 0 debt to income ratio Over an 800 Fico score on all 3 credit bureaus A gross annual income that is higher than the New York state median income. ----------------------------------------------------------------------------------------------------------------------------------- Well....you would think an applicant with the above stats is any credit issuer's dream applicant. right? and you would also think such an applicant would never be denied credit anywhere especially if just appltying for a 5k or 10K loan. right? Well guess what? you would be wrong! YES WRONG! I was actually denied by Sofi and I dont know why? Maybe because I am not a college graduate and they pride themselves in catering to college graduates? I dont know but thats my best ""educated guess"" and if I am right then thats not too business saavy since they just lost out on a excellent applicant for being elitist on their educational criteria. To their credit, they did call me after I wrote to the CEO but could not offer me any satisfactory explanation.",Extremely Weird Loan Eligibility Rules,1,0
4,"May 09, 2016","My entire SoFi experience from applying online, to pre-approval, to the rates offered and funding were outstanding! I highly recommend SoFi for your personal loan and other lending needs. It is true that the funding portion of things can take some time, but it is well worth the wait.",Awesome experience.,1,0
5,"May 06, 2016","The SOFI application and approval process was simple, streamlined, and quick. It look less than 7 days to get an $80,000 loan. I recommend them to all of my friends!",,0,0
5,"Apr 26, 2016","I borrowed near the $100K limit. The only documents asked for and not readily to hand was an image of my passport, but I had one from my last trip. I never had to even speak to a person, the whole loan from applicaiton to funding was done on-line and within the advertised time window.",Easy and predictable,0,0
5,"Apr 25, 2016",Super easy and I feel confident about the company!,great rates,0,0
1,"Apr 25, 2016",Denied the second I applied. I have an excellent credit score of 772. This is BS. Thanks for nothing.,DENIED with a CREDIT SCORE of 772.,1,1
1,"Apr 23, 2016","Credit - Trans Union - 742. Equifax - 742. Experian - 739. 2 Personal loans in the past (one existing, the reason I wanted this one) and 3 auto loans. I am 28, first credit card was when I was 19, no delinquency, utilization under 15%. This ""application"" was awful and did not allow you to enter any information needed to receive an actual answer. I inputed income (no place to put employer), my personal info, and what I intended the loan for, I had to select ""payoff other loans"". My intention was to payoff an existing LendingClub loan I opened 4 months ago minus $5k I wanted to put towards payoff in cash, asking for $6k to replace $11k. There is no where to indicate this in the loan but I did not worry, I assumed I could call and speak with someone to inform them of my unique circumstance.. I was instantly declined. I called to explain my situation so a proper application could be reviewed, but was told there is no way to do that. I was told my debt to income was showing excessive and additional money could not be extended to me. I tried numerous times to explain that I am REPLACING a $335/month payment with hopefully a $100 a month payment considering the cash I wanted to put down. There is apparently no way for this ""lender"" to indicate stipulations in their loans or required payoffs, which I find crazy! How else are they supposed to properly assess someone's financial situation if their underwriting is unable to payoff someone? I don't even see how they can advertise the loans for debt consolidation.. something seems weird about that. I also did not argue the fact that my debt to income is currently 18% WITH the LendingClub loan I want to payoff. I do not have a mortgage OR rent, and only have a car payment, I was even generous in that calculation and threw in 2 minimum credit card payments, just in case. The whole purpose of this application is for a pre-approval on a morgage, so my DTI is as low as possible to allow for a higher purchase price. I was basically told that this is just the way it is... which is unacceptable. I could understand if they did not try to advertise themselves on the same level as prime lenders but that is not the case.",Vague process..,1,2
5,"Apr 23, 2016","It was extremely easy to go through this process. It may be more difficult for those inexperienced in financial loan requirements, process, and the industry. I am a person with good credit who has used personal loans through a competitor and both were good experiences but SoFi takes the cake with their online experience and information once your loan is processed and account setup. That adds a lot to the experience and maintenence of their loan. Wish Home Loans was an option when I purchased my home last year as I would have gone through them. Currently looking at a ReFi w/ them.","Easy, Fast, Smart",0,0
5,"Apr 18, 2016","I got a 50,000 personal loa with a rate of 7%","Quick, Great Rate, No Hassle !!!",2,1
5,"Apr 17, 2016",The rate is a very good rate with a comfortable repayment schedule. The application was easy. Communication was very timely. Their customer service was very easy to talk with. There weren't any origination fees on the loan.,"Fast, easy and efficient personal loan.",0,1
5,"Apr 17, 2016",Easy information input process re: verifying identity and I ncome(s).,,0,2
5,"Apr 17, 2016",I was doing a lot of research for a personal loan. I wanted to do updates to my house and the big banks would not give me a loan since I just got my mortgage in Sep 2015. Was so happy when I found out about Sofi and just like most of the reviews state I had a great experience. I uploaded all the documents and I heard back a couple of days later. Less than two weeks later they funded my loan. Now I'm working on various projects for our home and the monthly payment is much less than it would have been had I used my credit cards. Very happy customer.,,0,1
5,"Apr 17, 2016",Apply for this before the others if you have good credit and decent income.,Best online option,0,1
2,"Apr 16, 2016","I've been considering a personal loan since I do have $30k+ in CCard debt. I make my payments on time and after reading reviews I decided to give it a shot. My credit Karma account had SoFi as a recommendation. Well... After filling out the 'check my rate' page ... no sooner did I click 'submit' did I get an instant 'denial' page and email and an offer to go to another company!! WHAT???? Seemed very awkward. To say I'm disappointed is an understatement. I'm really trying to get outta debt... and it took a lot for me to apply for this loan. I've looked into these before but never applied. Seemed easy enough... well like they say.. ""if it seems to go to be true.... it probably is."" I have a screen shot of my denial email I wished I could post... it has your basic denial wording... it also shows my FICO score they captured from Experian which was 750-YES-750. I don't understand???? and my quest for a personal loan ends here!!",Not a Happy Experience,3,0
5,"Apr 15, 2016","I was skeptical at first since I never heard of SoFi. However, after doing research, I decided to apply. I'm glad I did. Their customer service was great. Whenever I had questions, they immediately assisted via chat, phone, and/or email. The rates they provide are better than any bank or credit union for personal loans especially for large funds. The only issue I encountered was with the documentation requirement for birth certificate. My state issues the short ID type; however, they needed the long form and didn't provide this information in advance. Instead it slowed the process of the loan application. However, once I submitted my passport, everything was alright and back on track. Overall, I'd recommend SoFi to anyone who asks about their authenticity and loan process.",Best Rate and Re-Payment Plan,0,1
5,"Apr 12, 2016","SoFi is one of those companies that is disrupting the traditinoal student and personal loan market by bringing greater transparency and ease to the entire process. As if the process of taking on debt is not stressful enough, more often than not, customers have a painful experience with the entire debt management process. SoFi kept things simple and transparent. You know what you owe, how much is due when and the interest rate - all in one simple place without any fine print keeping things simple. As an added beneft, they also go very cool community events in most of the big cities in the US for their customers at no cost to them, who are also allowed to bring in guests (also for free) which is the icing on the cake. Two thumbs up.",Seamless & Transparent,0,1
5,"Apr 09, 2016","It took a week to get my personal loan approved and another 2 weeks to get funded but the process went smoothly and I couldn't be happier. They really do takelook at the whole picture rather than just your credit score alone, I have a 700 FICO score (which is what they use so do not rely on your credit Karma Scores - find out what your FICO score is ) which is good but not stellar, earn $90,000, have been with the same company for 15 years, am in my 40s so have a long credit history, and always pay my credit cards on time. I also had about $35,000 in credit card debt at relatively high rates that I felt I was making a very little dent in. It will now be paid off in 5 years, sooner with extra payments, the payment is $200 month less than what I was paying and the interest rates 10-12 points less and they have protection in place so your payments are suspended if you lose your job. They were my first choice so I decided to just apply despite the negative reviews saying it was practically impossible to get approved (which it obviously is not ) and figured if they said no then I'd have all of the documentation in place and would just try another one - so try it - you may be pleasantly surprised !",great loan great experience,1,1
1,"Apr 06, 2016","Applied for 70k was told that H1B holders can only get 35 k. Agreed and corrected amount and was finally approved after 3 weeks. Now the funny part comes the DocuSign.Answered all questions right but still unable to verify me with credit report in front of me. Explained both to Equifax and SOFI, both are saying that they are not responsible. Tried 4 times same result. The SOFI customer care person does not even care to find the issue same cut copy and paste statements. Can suggest any possible good attorney. Wanna file a lawsuit against them for wasting my time due to their negligence.",,1,0
1,"Apr 03, 2016",I applied for a small personal loan to pay off a couple of higher interest credit cards - the only debts I have - with the hopes of being able to pay more towards the principle because of the lower interest rate - whereby I would get out from under these debts quicker. I read several of the reviews where others stated that they were self employed and believed this was a huge factor in being denied a loan. Because my income is from Social Security (guaranteed money direct deposited each month) I was sure that I would be approved as my income is not based on rather or not I would have a job each week. Wrong. In spite of having a good credit history (never been late on a payment in my life) and a guaranteed income my loan application was turned down. What a waste of time. I am not sure what SoFi criteria is for granting a loan but it must be completely unattainable by the mass majority - which has left me wondering if these 5* ratings aren't bogus. My advice is to look elsewhere for a personal loan.,Not Worth The Trouble To Apply,3,0
5,"Mar 31, 2016",Choosing to have paymts drafted from your checking account monthly can reduce your interest rate.,Great rate and 3 year term.,0,1
3,"Mar 28, 2016","They are very slow to process your loan application as well as founding the money should you get approved. They took a week to process my application, after a week of not receiving anything from they, even tho i was approved, They told me that it will take up to 30 days to get the money. Not a great place for emergency loan.",Very SLow Service. up to 30 days to get,1,1
1,"Mar 21, 2016","I applied for a SoFi Personal loan on 3/7/16 for $75,000 and was ""conditionally approved"" after uploading the requested documents. 3/10/16 a few more documents were requested which I then uploaded. 3/16/16 I called to check the status and was told my loan was still under review. 3/18/16 another document was requested to verify my identity which was uploaded the same day 3/20/16 - Loan was approved and all that was left to do is sign the documents! Unfortunatly I did not recognize any of the answers seen on the DocuSign questions when I logged in to finalize the loan and ""failed"" the verification process. 3/21/16 - Called SoFi Customer Service and was told to login and try again since they reset my account. I was told to do this at home using Google Chrome which I did once I got home from work. Unfortunatly I did not recognize a single question that DocuSign presented me on round 2. I took a screenshot of the questions that were given to me and have since cross referenced them to both my TransUnion as well as Equifax credit reports with none of the possible choices (other than ""NONE"" which I selected) to match the questions that were presented to me. There are definitely problems with their verification system! Once again I had to call customer service which were very rude and simply thought that I was trying to impersonate someone since I could not answer the questions. Total waste of both my own time in addion to theirs. I recommend looking elsewhere for a loan!",Approved Until DocuSign Question Issues,6,1
5,"Mar 17, 2016","I don't know who raves about their loans, but I do! I love SoFi. Their rates are great and do awesome things for their members -- last night they took us all go-kart racing (and bought us dinner and drinks!).",Love them!,0,0
5,"Mar 16, 2016",It is apparent they look at your overall credit history and not just a number or single factor.,Easiest and fastest loan experience eve!,0,0
5,"Mar 09, 2016","This was by far, the easiest, quickest and most pleasant loan experience I ever had. And their rates for personal loans were far better than any other lender. From applying to getting my money into my bank account, the entire process took alittle over a week. And the customer service reps are fantastic! Friendly, helpful and above all, I can understand them when they speak! It was an extremely positive experience for me. And to think, I almost threw away the post card when I received it in the mail. SO glad I didn't.",A positive experience!,0,1
5,"Mar 08, 2016","The best interest rates. Better than my credit union. \quick, \clear, and freindly",,0,1
5,"Mar 08, 2016","Great interest rates. Quick,Clear, and freindly",Bill consolidation loan. Great interest,0,0
5,"Mar 06, 2016",If you submit all the documents that is required it should take less than 7 business days for approval. I completed the loan application - reviewed the required information submitted it online and was approved less than 7 business days as well as money deposited in my account. Received a call after approval to welcome me and answer any questions I may have had. Nothing but good things about SoFi,Fast and great service.,0,0
4,"Mar 04, 2016",I was impressed by the professionalism of the staff.,Personal loan,0,1
5,"Mar 04, 2016","Applied for my loan on Sunday, turned in the required ID paperwork, and had my funding deposited electronically into my bank account by Thursday. Very easy online process, had no issues with documentation required on their end. Very happy with the terms, lowest interest rates I have found on personal loans by far. Flexibility as far as amount they will let you apply for. Initial rates are based on a soft pull, so it doesn't ding your credit score to at least explore your options and see if it's right for you as far as amount, interest rate and terms. Highly recommend for ease of use, and quickness of delivery of funds. Also have a great referral program once you become a member that pays you if you refer a friend for any of their products and that person uses your referral code.",Exceeded my expectations.,0,0
5,"Mar 04, 2016","I applied for a personal loan on Monday and the funds were deposited to my account on Friday. This was a very easy transaction as submitting the documents they requested was simple to do, I have had numerous personal loans and spoke with typical loan options (banks,credit unions, etc.) and this was by far the most pleasant experience I have had. I have already shared the referral program with three people and will continue to do so, thank you!",Very easy transaction compared to others,0,0
5,"Mar 04, 2016","I am not drowning in debt, nor have I had any real credit issues. The one downer was when I went through a consolidation process, but that was a few years back and it helped me get my finances in order. I just wanted to get a personal load to help me better my credit score by getting rid of all of the credit I had accumulated. I was shocked and amazed at how fast the SoFi process was. Everything was done online. because of SoFi, my credit score is poised to top 800. AWESOME decision, and I intend to use them again when i want to do some home renovations. Thanks, CK for getting these guys advertised on your site.",Quick and Easy,0,1
5,"Mar 03, 2016","I am rebuilding from a setback a few years ago. I just finished college and I was using credit cards to get through my last year. SoFi is the only creditor that gave me a personal loan under 25% - and their rate was 7%! They are saving me thousands. One thing to note - If you just started a job or received a raise, call them as soon as they receive your income verification. If your ""Earnings to date"" don't line up with your current salary, they need to override something on their end. They took care of it and called me the next morning.",Best thing to happen to my finances,2,2
5,"Mar 03, 2016","I received a direct mail offer from SoFi. To be honest, I had not heard of them until that point. Later that weekend I saw their ad on tv and thought... why not. I went on the website, checked my proposed rate for the amount I was considering and was pleased. I came on here though and saw some of the reviews of how hard it was to qualify, so my hopes were slightly dashed. Either way, I decided paying off my credit card debt was absolutely worth a shot. I applied - I had a brand new (1 year old) mortgage on which I owe approximately $160k, around $15k credit card debt, $6k remaining on a car loan, and otherwise decent credit (depending on when I checked my credit on here it would range between 692 and 732.) It was kind of a pain to have my birth certificate, but totally worth it in the end. I applied on a Monday, heard back from them that one of my documents uploaded weird (and it really did) on Wednesday... I redid that right then, and was approved within hours that day. I have a pretty solid career (10 years in one place) and graduated from Ohio University in 2005. Those were basically the only questions they asked me. I worked with Rob, and he was fantastic. I was able to consolidate my debt, and now I can breathe easy. I absolutely recommend giving them a shot.",Easy and straight forward,2,0
5,"Mar 02, 2016","Having good credit even with a lower than stellar score was factored into their decision. After all, with a personal loan, they are lending on nothing more than your reputation. They obviously looked at a lot of factors to make the decision. I don't have a problem when a lender wants to know more. I hate it when one declines you out-of-hand without so much as a question or a reason. Those are the lenders who I never go back to. I treat my business partners with respect and expect the same from them.",To eliminate higher interest rates,1,0
5,"Mar 02, 2016",Very easy to apply and get approved. Funds were released to me very quickly.,Personal Loan,1,1
5,"Mar 02, 2016",Very simple to qualify and got the funds very quickly.,,0,1
5,"Mar 01, 2016","from start to finish the process was logical, easy and really seemed customer focused. The people were knowledgeable and empowered to make important (to me) changes. Great experience, good rates and simple process and best of all no bogus transaction costs!!","fast,affordable,great followup,no fees!!",0,0
5,"Feb 29, 2016",You need to have a steady *well paying* job - that is the key Credit score was in the low 700s Extremely smooth application process Wonderful customer service Next business day deposit,Best lending experience ever,0,0
5,"Feb 29, 2016","SoFi has to be the best and easiest loan application process and lender that I have ever experienced . I applied for a $45K loan to pay off all my high interest credit cards and just make one low interest payment . I have an excellent payment record since I have never miss a payment or ever been late on any of my credit cards or car loans. I have to admit that I was very skeptical to even apply specially since I have never heard of SoFi and most of all I didnt want to have another hard inquiry on my credit report but since they do a soft inquiry to check if I do qualify to apply for a loan I decided to give it a try. To make a long story short I applied on February 7 and on February 8 I received an email from Sofi telling me that I have been ""conditionally preaproved. I submitted most of the documents that they requested that day and on February 10 I received another email requesting one more document which I needed to get from my payroll department . It took a few days to get the necessary documents from my payroll deparment but finally on February 15 I was able to submit the documents and on February 18, I received an email that the loan has been approved and that i needed to log into my account to sign the contract. I signed the contract and on Friday February 19 the funds started to be transfer to my bank. Even though they told me that it can take from 5-7 business days for the funds to be transfer into my account on Monday February 22 the funds were already available. And for those who want to know what my credit score was from Experian when SoFi did a credit check it was 689 . All I can say is THANK YOU SO MUCH SoFi for making this process the easiest loan process I have ever experienced . I Highly recommend SoFi.",""" Best Application and Approval Process""",0,2
1,"Feb 29, 2016","I will not waste another minute writting about the poor preapproval process. 759 Fico 30% of morgage paid off No student loans no bankrupcy 2 personal loans total 30K I was hoping to consolidate the loans with a better rate, as I discovered or came accross SoFi. Their decision did not really affected me negatively as I was simply hoping for a better 2-3% lower Interest Rate. The application process was easy, the response on denial was poor at best.","Waste, waste waste.......",1,0
5,"Feb 26, 2016","Great rates, straight forward, quick and simple. Outstanding experience from start to finish with excellent use of current technology. I highly recommend.",Debt Consolidation,0,0
1,"Feb 26, 2016","I APPLIED FOR THE SOFI LOAN ON FEBRUARY 10TH, 2016. AFTER MUCH BACK AND FORTH, AND SENDING THE SAME DOCUMENTS FOR THE FOURTH TIME, I WAS FINALLY APPROVED FOR THE LOAN ON FEBRUARY 24TH, 2016. I LOGGED IN AND SIGNED THE DOCUSIGN, WHICH WENT BLANK. I CALLED AND WAS TOLD TO USE GOOGLE CHROME WHEN SIGNING, WHICH I TOLD THE AGENT THAT'S EXACTLY WHAT I DID. I LOGGED IN AGAIN ON FEBRUARY 26TH, 2016 AND TRIED TO SIGN MY APPROVED LOAN WITH DOCUSIGN, AND THE SCREEN WENT BLANK AGAIN. I THEN RECEIVED AN EMAIL ABOUT 2 HOURS AFTER THAT MY LOAN HAS BEEN DECLINED. APPARENTLY WHEN I CALLED TO FIND OUT WHY I WAS DECLINED, I WAS INFORMED THAT BECAUSE I WAS UNABLE TO SIGN WITH DOCUSIGN FOR THE SECOND TIME, IT AUTOMATICALLY DECLINED ME. NEEDLESS TO SAY I WAS REALLY DISAPPOINTED BECAUSE THAT WASN'T EVEN MY FAULT.",VERY DISAPPOINTED,2,0
5,"Feb 25, 2016",The process to get my loan was very quick and professional. I applied on a Sunday and had an answer within 15 minutes. They make it very easy to upload the necessary documents that are needed to confirm your identity. Everything was done via email and on there site. I would recommend this to anyone who needs a personal loan. Very fast with sending the money to you directly to your bank account. Very quick and very professional. Will definently use them again in the future.,cc consolidation,0,0
5,"Feb 25, 2016","I applied for a personal loan with Lending Tree, Prosper and SoFi pretty much all at the same time to see what rates I could procure with each and to keep my options open. SiFo proved to be the easiest application to complete. I heard back from them first with the loweest interest rate and no additional fees! Both Prosper and Lending Tree take $1,500 in fees of the top for a $35,000 loan. Both Prosper and Lending Tree had an online application plus a phone interview and came back with a lower borrowing amonut, higher interest rate and $1,500 in fess. SoFi not only gave me more money at a better rate, they have events in the major US cities they invite their borrowsers/members to. I just went to an amazing group dinner at a restaurant in Tribeca that is impossible to get into. The entire event was sponsored by SoFi!",The most hassle free application process,0,0
5,"Feb 24, 2016","Easy process, good rates.",Personal Consolidation Loan,1,0
5,"Feb 24, 2016",This was the perfect solution for us with high credit card debt that was not getting paid off. The application process took just a few minutes and we were approved the next day. We had our money in 8 days paid off all our credit cards and our loan payment is lower than our combined minimum monthly credit card payments. To us it was a nobrainer.,High credit card debt,0,0
5,"Feb 24, 2016",Sofi keeps you informed of every step along the way. Easy to fill online forms and I was approved in 2 weeks. Great customer service. !!!!,Fast Great service,0,0
5,"Feb 24, 2016","The application process with SoFi is extremely simple. It took me less than five minutes to complete and I learned by the following day I had been approved for almost $50K with a low interest rate. Setting up the automatic monthly payment lowered my interest rate even more. I now have a reasonable monthly payment hundreds less than what I was paying the individual creditors and my debt is paid off in five years versus thirty-one with the high interest accounts. Everyone I dealt with or spoke to at SoFi was knowledgable, professional, informative and friendly. I was able to sign documents electronically and the approved loan amount was transferred to my primary checking account. I've already paid off most of my creditors which is a great feeling! SoFi offers personal loans, mortgage loans and student loans. This company works a bit differently than a traditional lender which gives them more flexibility and gives the consumer a greater likelihood of receiving a loan. They are also adamant about consumer safety and privacy. I'm really glad I found SoFi.",Perfect Solution to High Revolving Debt,0,0
5,"Feb 18, 2016","I had looked at Prosper and Lendingclub and was being quoted 15%+ interest. SoFi.com was 10.175% and they will loan you up to $100,000. You can get a pre-qualification for a soft pull at all three sites. High CC utilization was pushing my scores down (Exp 708) As others have stated, never late on a payment with a good income. Applied on-line and 9 days later the money is in my account. SoFi.com is a game changer.",I am a believer!,0,0
